Aston Martin Red Bull Racing,33,VERSTAPPEN Max,RB16,Honda,Pirelli,3,3,
Aston Martin Red Bull Racing,33,VERSTAPPEN Max,RB16,Honda,Pirelli,3,ab,Tyre
Aston Martin Red Bull Racing,33,VERSTAPPEN Max,RB16,Honda,Pirelli,2,6,
Aston Martin Red Bull Racing,33,VERSTAPPEN Max,RB16,Honda,Pirelli,3,2,
Aston Martin Red Bull Racing,33,VERSTAPPEN Max,RB16,Honda,Pirelli,3,ab,Accident
Aston Martin Red Bull Racing,33,VERSTAPPEN Max,RB16,Honda,Pirelli,1,1,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,1,2,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,3,1,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,3,2,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,2,2,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,2,1,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,3,18,Accident
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,1,1,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,1,1,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,1,1,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,1,ab,Collision
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,3,9,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,1,1,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,1,1,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,1,ab,Collision
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,20,2,
Red Bull Racing Honda,33,VERSTAPPEN Max,RB16B,Honda,Pirelli,2,2,
